filepath,label
C:\Users\shiva\Desktop\ED TaI\telugu\angry\S11_ALA_C01_G1_D02_SPKM04_V1_AN5_MMM.wav,angry
C:\Users\shiva\Desktop\ED TaI\telugu\angry\S11_ALA_C05_G1_D06_SPKF03_V1_AN5_MMM.wav,angry
C:\Users\shiva\Desktop\ED TaI\telugu\angry\S11_ALA_C06_G2_D03_SPKF03_V1_AN5_MMM.wav,angry
C:\Users\shiva\Desktop\ED TaI\telugu\angry\S11_ALA_C10_G1_D01_SPKF03_V1_AN5_MMM.wav,angry
C:\Users\shiva\Desktop\ED TaI\telugu\angry\S11_ALA_C14_G1_D05_SPKM05_V2_AN5_MMM.wav,angry
C:\Users\shiva\Desktop\ED TaI\telugu\angry\S11_HAP_C04_G1_D03_SPKM04_V1_AN5_MMM.wav,angry
C:\Users\shiva\Desktop\ED TaI\telugu\angry\S11_HAP_C04_G1_D07_SPKM04_V1_AN5_MMM.wav,angry
C:\Users\shiva\Desktop\ED TaI\telugu\angry\S11_HAP_C04_G1_D11_SPKM04_V1_AN5_MMM.wav,angry
C:\Users\shiva\Desktop\ED TaI\telugu\angry\S11_HAP_C04_G1_D15_SPKM04_V1_AN5_MMM.wav,angry
C:\Users\shiva\Desktop\ED TaI\telugu\angry\S11_POK_C10_G1_D01_SPKF03_V1_AN5_MMM.wav,angry
C:\Users\shiva\Desktop\ED TaI\telugu\angry\S14_RAC_C11_G1_D01_SPKM03_V1_AN4_MMM.wav,angry
C:\Users\shiva\Desktop\ED TaI\telugu\angry\S14_RAC_C11_G1_D03_SPKM03_V1_AN5_MMM.wav,angry
C:\Users\shiva\Desktop\ED TaI\telugu\angry\S14_RAC_CO6_G1_D05_SPKM03_V1_AN5_MMM.wav,angry
C:\Users\shiva\Desktop\ED TaI\telugu\angry\S15_FID_C13_G1_D04_SPKM07_V1_AN4_MMM.wav,angry
C:\Users\shiva\Desktop\ED TaI\telugu\angry\S15_RAN_C01_G1_D03_SPKM06_V1_AN4_MMM.wav,angry
C:\Users\shiva\Desktop\ED TaI\telugu\angry\S15_RAN_C03_G1_D02_SPKM06_V1_AN4_MMM.wav,angry
C:\Users\shiva\Desktop\ED TaI\telugu\angry\S15_RAN_C06_G1_D06_SPKM06_V1_AN4_MMM.wav,angry
C:\Users\shiva\Desktop\ED TaI\telugu\angry\S17_ASH_C01_G1_D03_SPKF06_V1_AN5_MMM.wav,angry
C:\Users\shiva\Desktop\ED TaI\telugu\angry\S17_RAN_C08_G1_D03_SPKM07_V1_AN4_MMM.wav,angry
C:\Users\shiva\Desktop\ED TaI\telugu\angry\S17_RVC_C09_G1_D07_SPKF06_V1_AN5_MMM.wav,angry
C:\Users\shiva\Desktop\ED TaI\telugu\angry\S18_MIR_C05_G1_D05_SPKM09_V1_AN4_MMM.wav,angry
C:\Users\shiva\Desktop\ED TaI\telugu\angry\S18_MIR_C09_G1_D01_SPKM09_V1_AN4_MMM.wav,angry
C:\Users\shiva\Desktop\ED TaI\telugu\angry\S18_SYE_C04_G1_D05_SPKM09_V1_AN4_MMM.wav,angry
C:\Users\shiva\Desktop\ED TaI\telugu\angry\S18_SYE_C04_G1_D07_SPKM09_V1_AN4_MMM.wav,angry
C:\Users\shiva\Desktop\ED TaI\telugu\angry\S18_SYE_C08_G1_D02_SPKM09_V2_AN4_MMM.wav,angry
C:\Users\shiva\Desktop\ED TaI\telugu\angry\S19_GUR_C02_G2_D02_SPKF05_V1_AN5_MMM.wav,angry
C:\Users\shiva\Desktop\ED TaI\telugu\angry\S19_RAC_C06_G1_D06_SPKM05_V1_AN5_MMM.wav,angry
C:\Users\shiva\Desktop\ED TaI\telugu\angry\S19_RAC_C06_G1_D08_SPKM05_V1_AN5_MMM.wav,angry
C:\Users\shiva\Desktop\ED TaI\telugu\angry\S19_RAC_C11_G1_D01_SPKM06_V1_AN5_MMM.wav,angry
C:\Users\shiva\Desktop\ED TaI\telugu\angry\S19_RAC_C11_G1_D03_SPKM06_V1_AN5_MMM.wav,angry
C:\Users\shiva\Desktop\ED TaI\telugu\angry\S19_RAC_C11_G1_D05_SPKM03_V1_AN5_MMM.wav,angry
C:\Users\shiva\Desktop\ED TaI\telugu\angry\S21_KIC_C03_G2_D06_SPKF05_V1_AN5_MMM.wav,angry
C:\Users\shiva\Desktop\ED TaI\telugu\angry\S21_KIC_C04_G1_D02_SPKF05_V1_AN5_MMM.wav,angry
C:\Users\shiva\Desktop\ED TaI\telugu\angry\S21_KIC_C06_G1_D01_SPKF06_V1_AN5_MMM.wav,angry
C:\Users\shiva\Desktop\ED TaI\telugu\angry\S21_KIC_C06_G1_D01_SPKF06_V2_AN5_MMM.wav,angry
C:\Users\shiva\Desktop\ED TaI\telugu\angry\S21_KIC_C06_G1_D02_SPKF06_V2_AN5_MMM.wav,angry
C:\Users\shiva\Desktop\ED TaI\telugu\angry\S21_KIC_C09_G1_D01_SPKF05_V1_AN5_MMM.wav,angry
C:\Users\shiva\Desktop\ED TaI\telugu\angry\S22_FID_C07_G1_D01_SPKF05_V1_AN5_MMM.wav,angry
C:\Users\shiva\Desktop\ED TaI\telugu\angry\S23_OMF_C06_G2_D02_SPKM11_V1_AN4_MMM.wav,angry
C:\Users\shiva\Desktop\ED TaI\telugu\angry\S27_OMF_C04_G1_D06_SPKF13_V1_AN4_MMM.wav,angry
C:\Users\shiva\Desktop\ED TaI\telugu\angry\S27_OMF_C06_G1_D03_SPKF13_V1_AN4_MMM.wav,angry
C:\Users\shiva\Desktop\ED TaI\telugu\angry\S27_OMF_C06_G1_D05_SPKF13_V1_AN4_MMM.wav,angry
C:\Users\shiva\Desktop\ED TaI\telugu\angry\S27_OMF_C07_G1_D03_SPKF13_V1_AN4_MMM.wav,angry
C:\Users\shiva\Desktop\ED TaI\telugu\angry\S30_GUR_C01_G1_D01_SPKM12_V1_AN4_MMM.wav,angry
C:\Users\shiva\Desktop\ED TaI\telugu\angry\S32_JAM_C01_G1_D05_SPKM11_V1_AN5_MMM.wav,angry
C:\Users\shiva\Desktop\ED TaI\telugu\angry\S32_JAM_C02_G1_D09_SPKM11_V1_AN5_MMM.wav,angry
C:\Users\shiva\Desktop\ED TaI\telugu\angry\S34_ANO_C09_G1_D03_SPKM11_V1_AN5_MMM.wav,angry
C:\Users\shiva\Desktop\ED TaI\telugu\angry\S34_ANO_C10_G1_D02_SPKM11_V1_AN5_MMM.wav,angry
C:\Users\shiva\Desktop\ED TaI\telugu\angry\S35_BRI_C02_G1_D05_SPKM03_V2_AN5_MMM.wav,angry
C:\Users\shiva\Desktop\ED TaI\telugu\angry\S40_RVC_C03_G1_D01_SPKF03_V2_AN5_MMM.wav,angry
C:\Users\shiva\Desktop\ED TaI\telugu\angry\S40_RVC_C10_G1_D04_SPKM12_V1_AN5_MMM.wav,angry
C:\Users\shiva\Desktop\ED TaI\telugu\angry\S41_ASH_C05_G1_D01_SPKM12_V1_AN5_MMM.wav,angry
C:\Users\shiva\Desktop\ED TaI\telugu\angry\S41_ASH_C14_G2_D03_SPKF13_V1_AN5_MMM.wav,angry
C:\Users\shiva\Desktop\ED TaI\telugu\angry\S45_SRI_C03_G1_D01_SPKF23_V1_AN4_MMM.wav,angry
C:\Users\shiva\Desktop\ED TaI\telugu\angry\S47_SVS_C13_G1_D02_SPKF21_V1_AN4_MMM.wav,angry
C:\Users\shiva\Desktop\ED TaI\telugu\angry\S47_SVS_C14_G1_D02_SPKF21_V1_AN4_MMM.wav,angry
C:\Users\shiva\Desktop\ED TaI\telugu\angry\S48_KIC_C05_G1_D02_SPKF24_V1_AN5_MMM.wav,angry
C:\Users\shiva\Desktop\ED TaI\telugu\angry\S48_KIC_C07_G1_D01_SPKF24_V1_AN5_MMM.wav,angry
C:\Users\shiva\Desktop\ED TaI\telugu\angry\S48_KIC_C09_G1_D02_SPKF24_V1_AN5_MMM.wav,angry
C:\Users\shiva\Desktop\ED TaI\telugu\angry\S48_KIC_C09_G1_D04_SPKF24_V1_AN5_MMM.wav,angry
C:\Users\shiva\Desktop\ED TaI\telugu\angry\S48_KIC_C09_G1_D06_SPKF24_V1_AN5_MMM.wav,angry
C:\Users\shiva\Desktop\ED TaI\telugu\angry\S49_JJN_C01_G1_D03_SPKF23_V1_AN4_MMM.wav,angry
C:\Users\shiva\Desktop\ED TaI\telugu\angry\S49_JJN_C06_G1_D02_SPKF21_V1_AN4_MMM.wav,angry
C:\Users\shiva\Desktop\ED TaI\telugu\angry\S49_JJN_C07_G1_D03_SPKF21_V1_AN4_MMM.wav,angry
C:\Users\shiva\Desktop\ED TaI\telugu\angry\S93_HAP_C06_G1_D03_SPKM07_V1_AN4_MMM.wav,angry
C:\Users\shiva\Desktop\ED TaI\telugu\angry\S93_HAP_C15_G1_D02_SPKM07_V1_AN4_MMM.wav,angry
C:\Users\shiva\Desktop\ED TaI\telugu\angry\S93_HAP_C17_G1_D01_SPKM07_V1_AN5_MMM.wav,angry
C:\Users\shiva\Desktop\ED TaI\telugu\angry\S94_BBM_C02_G1_D01_SPKM12_V1_AN5_MMM.wav,angry
C:\Users\shiva\Desktop\ED TaI\telugu\angry\S94_BBM_C02_G1_D03_SPKM12_V1_AN5_MMM.wav,angry
C:\Users\shiva\Desktop\ED TaI\telugu\angry\S95_BAB_CO5_G1_D06_SPKM01_V1_AN5_MMM.wav,angry
C:\Users\shiva\Desktop\ED TaI\telugu\angry\S95_MIR_C11_G1_D09_SPKF02_V1_AN5_MMM.wav,angry
C:\Users\shiva\Desktop\ED TaI\telugu\angry\S95_MIR_C14_G1_D02_SPKM02_V1_AN5_MMM.wav,angry
C:\Users\shiva\Desktop\ED TaI\telugu\angry\S95_MIR_C14_G1_D04_SPKM02_V1_AN5_MMM.wav,angry
C:\Users\shiva\Desktop\ED TaI\telugu\angry\S95_MIR_CO2_G1_D03_SPKF02_V1_AN5_MMM.wav,angry
C:\Users\shiva\Desktop\ED TaI\telugu\angry\S95_MIR_CO4_G1_D05_SPKM02_V1_AN5_MMM.wav,angry
C:\Users\shiva\Desktop\ED TaI\telugu\angry\S95_MIR_CO6_G1_D04_SPKM02_V1_AN5_MMM.wav,angry
C:\Users\shiva\Desktop\ED TaI\telugu\angry\S95_MIR_CO7_G1_D04_SPKF02_V1_AN5_MMM.wav,angry
C:\Users\shiva\Desktop\ED TaI\telugu\angry\S95_MIR_CO9_G1_D03_SPKF01_V1_AN5_MMM.wav,angry
C:\Users\shiva\Desktop\ED TaI\telugu\angry\S95_SYE_C10_G1_D01_SPKM01_V1_AN5_MMM.wav,angry
C:\Users\shiva\Desktop\ED TaI\telugu\angry\S95_SYE_CO2_G1_D02_SPKM01_V2_AN5_MMM.wav,angry
C:\Users\shiva\Desktop\ED TaI\telugu\angry\S95_SYE_CO4_G1_D04_SPKM02_V1_AN5_MMM.wav,angry
C:\Users\shiva\Desktop\ED TaI\telugu\angry\S95_SYE_CO7_G1_D02_SPKF01_V1_AN5_MMM.wav,angry
C:\Users\shiva\Desktop\ED TaI\telugu\angry\S95_SYE_CO7_G1_D02_SPKF01_V2_AN5_MMM.wav,angry
C:\Users\shiva\Desktop\ED TaI\telugu\angry\S95_TAG_C14_G1_D01_SPKF02_V1_AN5_MMM.wav,angry
C:\Users\shiva\Desktop\ED TaI\telugu\angry\S95_TAG_C14_G1_D03_SPKF02_V1_AN5_MMM.wav,angry
C:\Users\shiva\Desktop\ED TaI\telugu\angry\S95_TAG_C14_G3_D05_SPKF01_V1_AN5_MMM.wav,angry
C:\Users\shiva\Desktop\ED TaI\telugu\angry\S95_TAG_C15_G1_D03_SPKM05_V1_AN5_MMM.wav,angry
C:\Users\shiva\Desktop\ED TaI\telugu\angry\S95_TAG_C15_G1_D05_SPKM05_V1_AN5_MMM.wav,angry
C:\Users\shiva\Desktop\ED TaI\telugu\angry\S95_TAG_C15_G2_D03_SPKM01_V1_AN5_MMM.wav,angry
C:\Users\shiva\Desktop\ED TaI\telugu\angry\S95_TAG_C15_G2_D05_SPKM01_V1_AN5_MMM.wav,angry
C:\Users\shiva\Desktop\ED TaI\telugu\angry\S95_TAG_C15_G3_D03_SPKF01_V1_AN5_MMM.wav,angry
C:\Users\shiva\Desktop\ED TaI\telugu\angry\S96_ANJ_CO3_G1_D02_SPKF04_V1_AN5_MMM.wav,angry
C:\Users\shiva\Desktop\ED TaI\telugu\angry\S96_DOC_C11_G2_D02_SPKF04_V1_AN5_MMM.wav,angry
C:\Users\shiva\Desktop\ED TaI\telugu\angry\S96_DOC_C11_G2_D02_SPKF04_V2_AN5_MMM.wav,angry
C:\Users\shiva\Desktop\ED TaI\telugu\angry\S96_DOC_C13_G1_D03_SPKF04_V1_AN5_MMM.wav,angry
C:\Users\shiva\Desktop\ED TaI\telugu\angry\S96_DOC_CO7_G2_D01_SPKF04_V1_AN5_MMM.wav,angry
C:\Users\shiva\Desktop\ED TaI\telugu\happy\S11_ALA_C02_G1_D03_SPKF04_V2_HA4_MMM.wav,happy
C:\Users\shiva\Desktop\ED TaI\telugu\happy\S11_ALA_C06_G1_D03_SPKF04_V1_HA4_MMM.wav,happy
C:\Users\shiva\Desktop\ED TaI\telugu\happy\S11_ALA_C10_G1_D02_SPKM05_V1_HA5_MMM.wav,happy
C:\Users\shiva\Desktop\ED TaI\telugu\happy\S11_ALA_C10_G1_D02_SPKM05_V2_HA5_MMM.wav,happy
C:\Users\shiva\Desktop\ED TaI\telugu\happy\S11_ALA_C11_G1_D05_SPKM05_V1_HA5_MMM.wav,happy
C:\Users\shiva\Desktop\ED TaI\telugu\happy\S11_ALA_C12_G1_D08_SPKM05_V1_HA5_MMM.wav,happy
C:\Users\shiva\Desktop\ED TaI\telugu\happy\S11_ALA_C17_G1_D03_SPKM05_V1_HA5_MMM.wav,happy
C:\Users\shiva\Desktop\ED TaI\telugu\happy\S11_ALA_C17_G1_D06_SPKM04_V1_HA4_MMM.wav,happy
C:\Users\shiva\Desktop\ED TaI\telugu\happy\S11_ALA_C17_G1_D12_SPKM04_V1_HA5_MMM.wav,happy
C:\Users\shiva\Desktop\ED TaI\telugu\happy\S11_ALA_C18_G1_D02_SPKM04_V1_HA5_MMM.wav,happy
C:\Users\shiva\Desktop\ED TaI\telugu\happy\S11_ALA_C18_G1_D02_SPKM04_V2_HA5_MMM.wav,happy
C:\Users\shiva\Desktop\ED TaI\telugu\happy\S11_HAP_C03_G1_D04_SPKF04_V1_HA5_MMM.wav,happy
C:\Users\shiva\Desktop\ED TaI\telugu\happy\S15_FID_C10_G1_D04_SPKF05_V1_HA5_MMM.wav,happy
C:\Users\shiva\Desktop\ED TaI\telugu\happy\S15_FID_CO1_G1_D07_SPKM07_V1_HA4_MMM.wav,happy
C:\Users\shiva\Desktop\ED TaI\telugu\happy\S15_FID_CO6_G1_D02_SPKF06_V1_HA4_MMM.wav,happy
C:\Users\shiva\Desktop\ED TaI\telugu\happy\S15_FID_CO8_G1_D03_SPKF05_V1_HA5_MMM.wav,happy
C:\Users\shiva\Desktop\ED TaI\telugu\happy\S15_HAP_C14_G1_D01_SPKM06_V1_HA5_MMM.wav,happy
C:\Users\shiva\Desktop\ED TaI\telugu\happy\S15_RAN_C04_G1_D03_SPKM06_V1_HA5_MMM.wav,happy
C:\Users\shiva\Desktop\ED TaI\telugu\happy\S15_RAN_C04_G1_D04_SPKF05_V1_HA4_MMM.wav,happy
C:\Users\shiva\Desktop\ED TaI\telugu\happy\S15_RAN_C04_G2_D04_SPKF06_V1_HA5_MMM.wav,happy
C:\Users\shiva\Desktop\ED TaI\telugu\happy\S15_RAN_C07_G1_D02_SPKM07_V1_HA5_MMM.wav,happy
C:\Users\shiva\Desktop\ED TaI\telugu\happy\S15_SVS_C16_G1_D02_SPKF05_V1_HA4_MMM.wav,happy
C:\Users\shiva\Desktop\ED TaI\telugu\happy\S17_ASH_C01_G1_D04_SPKF05_V1_HA4_MMM.wav,happy
C:\Users\shiva\Desktop\ED TaI\telugu\happy\S17_RAN_C08_G1_D02_SPKM06_V1_HA5_MMM.wav,happy
C:\Users\shiva\Desktop\ED TaI\telugu\happy\S17_RVC_C04_G1_D06_SPKM07_V1_HA5_MMM.wav,happy
C:\Users\shiva\Desktop\ED TaI\telugu\happy\S17_RVC_C04_G1_D08_SPKM07_V1_HA5_MMM.wav,happy
C:\Users\shiva\Desktop\ED TaI\telugu\happy\S21_KIC_C15_G1_D04_SPKM03_V1_HA4_MMM.wav,happy
C:\Users\shiva\Desktop\ED TaI\telugu\happy\S35_SAR_C02_G1_D04_SPKM03_V1_HA4_MMM.wav,happy
C:\Users\shiva\Desktop\ED TaI\telugu\happy\S37_ARU_CO1_G1_D03_SPKM11_V1_HA4_MMM.wav,happy
C:\Users\shiva\Desktop\ED TaI\telugu\happy\S37_ARU_CO3_G1_D01_SPKM11_V1_HA4_MMM.wav,happy
C:\Users\shiva\Desktop\ED TaI\telugu\happy\S37_BLA_CO1_G1_D06_SPKM11_V1_HA4_MMM.wav,happy
C:\Users\shiva\Desktop\ED TaI\telugu\happy\S37_BLA_CO1_G1_D08_SPKM11_V1_HA4_MMM.wav,happy
C:\Users\shiva\Desktop\ED TaI\telugu\happy\S37_HPP_CO4_G1_D01_SPKM11_V1_HA5_MMM.wav,happy
C:\Users\shiva\Desktop\ED TaI\telugu\happy\S38_MUR_C01_G1_D03_SPKM09_V1_HA4_MMM.wav,happy
C:\Users\shiva\Desktop\ED TaI\telugu\happy\S38_OOS_C01_G1_D09_SPKM09_V1_HA4_MMM.wav,happy
C:\Users\shiva\Desktop\ED TaI\telugu\happy\S38_SHA_C01_G1_D01_SPKM09_V1_HA4_MMM.wav,happy
C:\Users\shiva\Desktop\ED TaI\telugu\happy\S38_SUR_C04_G1_D03_SPKM09_V1_HA4_MMM.wav,happy
C:\Users\shiva\Desktop\ED TaI\telugu\happy\S38_SUR_C04_G1_D07_SPKM09_V1_HA4_MMM.wav,happy
C:\Users\shiva\Desktop\ED TaI\telugu\happy\S40_SUR_C03_G1_D03_SPKF03_V1_HA4_MMM.wav,happy
C:\Users\shiva\Desktop\ED TaI\telugu\happy\S40_SUR_C04_G1_D02_SPKF03_V1_HA4_MMM.wav,happy
C:\Users\shiva\Desktop\ED TaI\telugu\happy\S40_SUR_C04_G1_D06_SPKF03_V1_HA5_MMM.wav,happy
C:\Users\shiva\Desktop\ED TaI\telugu\happy\S40_SUR_C05_G1_D10_SPKF03_V1_HA4_MMM.wav,happy
C:\Users\shiva\Desktop\ED TaI\telugu\happy\S41_AAA_CO5_G1_D01_SPKF13_V1_HA5_MMM.wav,happy
C:\Users\shiva\Desktop\ED TaI\telugu\happy\S41_ARU_C03_G1_D02_SPKF13_V1_HA5_MMM.wav,happy
C:\Users\shiva\Desktop\ED TaI\telugu\happy\S41_ARU_C03_G1_D04_SPKF13_V1_HA5_MMM.wav,happy
C:\Users\shiva\Desktop\ED TaI\telugu\happy\S41_BLA_C01_G1_D09_SPKM12_V1_HA5_MMM.wav,happy
C:\Users\shiva\Desktop\ED TaI\telugu\happy\S41_BLA_C02_G1_D01_SPKF13_V1_HA5_MMM.wav,happy
C:\Users\shiva\Desktop\ED TaI\telugu\happy\S41_BLA_C02_G1_D02_SPKM12_V1_HA5_MMM.wav,happy
C:\Users\shiva\Desktop\ED TaI\telugu\happy\S41_DOO_C02_G1_D06_SPKF13_V1_HA5_MMM.wav,happy
C:\Users\shiva\Desktop\ED TaI\telugu\happy\S41_ISH_C02_G1_D04_SPKM12_V1_HA5_MMM.wav,happy
C:\Users\shiva\Desktop\ED TaI\telugu\happy\S41_SAN_C01_G2_D01_SPKM12_V1_HA5_MMM.wav,happy
C:\Users\shiva\Desktop\ED TaI\telugu\happy\S41_SAN_C02_G1_D04_SPKM12_V1_HA5_MMM.wav,happy
C:\Users\shiva\Desktop\ED TaI\telugu\happy\S45_SRI_C13_G2_D01_SPKF23_V1_HA4_MMM.wav,happy
C:\Users\shiva\Desktop\ED TaI\telugu\happy\S46_BBM_C05_G1_D10_SPKF24_V1_HA5_MMM.wav,happy
C:\Users\shiva\Desktop\ED TaI\telugu\happy\S47_SVS_C06_G1_D02_SPKF23_V1_HA4_MMM.wav,happy
C:\Users\shiva\Desktop\ED TaI\telugu\happy\S47_SVS_C17_G1_D02_SPKF23_V1_HA5_MMM.wav,happy
C:\Users\shiva\Desktop\ED TaI\telugu\happy\S48_BLA_C2_G1_D01_SPKF24_V1_HA4_MMM.wav,happy
C:\Users\shiva\Desktop\ED TaI\telugu\happy\S48_BLA_C2_G1_D03_SPKF24_V1_HA4_MMM.wav,happy
