filepath,label
C:\Users\shiva\Desktop\ED TaI\telugu\sad\S17_RVC_C05_G1_D03_SPKM07_V1_SA5_MMM.wav,sad
C:\Users\shiva\Desktop\ED TaI\telugu\sad\S19_GUR_C07_G1_D02_SPKF05_V1_SA5_MMM.wav,sad
C:\Users\shiva\Desktop\ED TaI\telugu\sad\S19_GUR_C09_G1_D02_SPKM07_V1_SA5_MMM.wav,sad
C:\Users\shiva\Desktop\ED TaI\telugu\sad\S20_ARJ_C16_G1_D01_SPKM09_V1_SA5_MMM.wav,sad
C:\Users\shiva\Desktop\ED TaI\telugu\sad\S20_ARJ_C16_G1_D03_SPKM09_V1_SA4_MMM.wav,sad
C:\Users\shiva\Desktop\ED TaI\telugu\sad\S20_ARJ_C16_G1_D05_SPKM09_V1_SA4_MMM.wav,sad
C:\Users\shiva\Desktop\ED TaI\telugu\sad\S20_FID_C11_G1_D04_SPKM09_V1_SA4_MMM.wav,sad
C:\Users\shiva\Desktop\ED TaI\telugu\sad\S20_FID_C14_G2_D03_SPKM09_V1_SA5_MMM.wav,sad
C:\Users\shiva\Desktop\ED TaI\telugu\sad\S27_OMF_C14_G1_D02_SPKF13_V1_SA4_MMM.wav,sad
C:\Users\shiva\Desktop\ED TaI\telugu\sad\S27_OMF_C14_G1_D04_SPKF13_V1_SA4_MMM.wav,sad
C:\Users\shiva\Desktop\ED TaI\telugu\sad\S27_OMF_C15_G2_D01_SPKF13_V1_SA5_MMM.wav,sad
C:\Users\shiva\Desktop\ED TaI\telugu\sad\S30_NAA_C01_G1_D01_SPKM12_V1_SA5_MMM.wav,sad
C:\Users\shiva\Desktop\ED TaI\telugu\sad\S30_NAA_C10_G1_D04_SPKM12_V1_SA5_MMM.wav,sad
C:\Users\shiva\Desktop\ED TaI\telugu\sad\S32_JAM_C05_G1_D05_SPKM11_V1_SA4_MMM.wav,sad
C:\Users\shiva\Desktop\ED TaI\telugu\sad\S32_JAM_C08_G1_D06_SPKM11_V1_SA4_MMM.wav,sad
C:\Users\shiva\Desktop\ED TaI\telugu\sad\S32_JAM_C12_G1_D05_SPKM11_V1_SA5_MMM.wav,sad
C:\Users\shiva\Desktop\ED TaI\telugu\sad\S34_ANO_C11_G1_D02_SPKM11_V1_SA5_MMM.wav,sad
C:\Users\shiva\Desktop\ED TaI\telugu\sad\S34_ANO_C13_G1_D02_SPKM11_V1_SA5_MMM.wav,sad
C:\Users\shiva\Desktop\ED TaI\telugu\sad\S40_RVC_C06_G1_D14_SPKM12_V1_SA5_MMM.wav,sad
C:\Users\shiva\Desktop\ED TaI\telugu\sad\S41_AAA_CO7_G1_D01_SPKF13_V1_SA5_MMM.wav,sad
C:\Users\shiva\Desktop\ED TaI\telugu\sad\S41_ASH_C14_G1_D02_SPKM12_V1_SA5_MMM.wav,sad
C:\Users\shiva\Desktop\ED TaI\telugu\sad\S41_HPP_C03_G1_D02_SPKM12_V1_SA5_MMM.wav,sad
C:\Users\shiva\Desktop\ED TaI\telugu\sad\S41_LEA_C02_G1_D02_SPKF13_V1_SA5_MMM.wav,sad
C:\Users\shiva\Desktop\ED TaI\telugu\sad\S45_SRI_C01_G1_D02_SPKF23_V1_SA5_MMM.wav,sad
C:\Users\shiva\Desktop\ED TaI\telugu\sad\S45_SRI_C01_G1_D04_SPKF23_V1_SA5_MMM.wav,sad
C:\Users\shiva\Desktop\ED TaI\telugu\sad\S45_SRI_C01_G2_D02_SPKF21_V1_SA5_MMM.wav,sad
C:\Users\shiva\Desktop\ED TaI\telugu\sad\S45_SRI_C01_G2_D04_SPKF21_V1_SA4_MMM.wav,sad
C:\Users\shiva\Desktop\ED TaI\telugu\sad\S45_SRI_C03_G1_D03_SPKF21_V1_SA4_MMM.wav,sad
C:\Users\shiva\Desktop\ED TaI\telugu\sad\S45_SRI_C04_G2_D04_SPKF23_V1_SA4_MMM.wav,sad
C:\Users\shiva\Desktop\ED TaI\telugu\sad\S46_AAA_C01_G1_D01_SPKF24_V1_SA5_MMM.wav,sad
C:\Users\shiva\Desktop\ED TaI\telugu\sad\S46_AAA_C11_G1_D01_SPKF24_V1_SA4_MMM.wav,sad
C:\Users\shiva\Desktop\ED TaI\telugu\sad\S46_BBM_C03_G1_D02_SPKF24_V1_SA4_MMM.wav,sad
C:\Users\shiva\Desktop\ED TaI\telugu\sad\S46_BBM_C03_G1_D10_SPKF24_V1_SA4_MMM.wav,sad
C:\Users\shiva\Desktop\ED TaI\telugu\sad\S49_JJN_C03_G1_D01_SPKF21_V1_SA5_MMM.wav,sad
C:\Users\shiva\Desktop\ED TaI\telugu\sad\S49_JJN_C04_G1_D02_SPKF23_V1_SA4_MMM.wav,sad
C:\Users\shiva\Desktop\ED TaI\telugu\sad\S51_SRI_C10_G1_D04_SPKF24_V1_SA4_MMM.wav,sad
C:\Users\shiva\Desktop\ED TaI\telugu\sad\S93_HAP_C13_G1_D02_SPKM06_V1_SA5_MMM.wav,sad
C:\Users\shiva\Desktop\ED TaI\telugu\sad\S93_HAP_C13_G1_D04_SPKF05_V1_SA5_MMM.wav,sad
C:\Users\shiva\Desktop\ED TaI\telugu\sad\S93_HAP_C15_G1_D02_SPKM06_V1_SA5_MMM.wav,sad
C:\Users\shiva\Desktop\ED TaI\telugu\sad\S93_SVS_C09_G1_D09_SPKF05_V1_SA4_MMM.wav,sad
C:\Users\shiva\Desktop\ED TaI\telugu\sad\S95_BAB_CO16_G1_D03_SPKF01_V1_SA5_MMM.wav,sad
C:\Users\shiva\Desktop\ED TaI\telugu\sad\S95_BAB_CO3_G1_D04_SPKM02_V1_SA4_MMM.wav,sad
C:\Users\shiva\Desktop\ED TaI\telugu\sad\S95_BAB_CO9_G1_D03_SPKM02_V2_SA4_MMM.wav,sad
C:\Users\shiva\Desktop\ED TaI\telugu\sad\S95_MIR_C12_G1_D01_SPKM02_V1_SA5_MMM.wav,sad
C:\Users\shiva\Desktop\ED TaI\telugu\sad\S95_SRI_C14_G2_D01_SPKF01_V1_SA4_MMM.wav,sad
C:\Users\shiva\Desktop\ED TaI\telugu\sad\S95_SRI_CO3_G1_D01_SPKM04_V3_SA5_MMM.wav,sad
C:\Users\shiva\Desktop\ED TaI\telugu\sad\S95_SRI_CO3_G1_D03_SPKF01_V2_SA4_MMM.wav,sad
C:\Users\shiva\Desktop\ED TaI\telugu\sad\S95_SRI_CO4_G1_D05_SPKF02_V2_SA5_MMM.wav,sad
C:\Users\shiva\Desktop\ED TaI\telugu\sad\S95_SYE_CO1_G1_D02_SPKM01_V1_SA4_MMM.wav,sad
C:\Users\shiva\Desktop\ED TaI\telugu\sad\S95_TAG_C11_G1_D03_SPKM05_V1_SA5_MMM.wav,sad
C:\Users\shiva\Desktop\ED TaI\telugu\sad\S95_TAG_C11_G2_D03_SPKF04_V1_SA5_MMM.wav,sad
C:\Users\shiva\Desktop\ED TaI\telugu\sad\S95_TAG_C11_G4_D03_SPKF02_V1_SA5_MMM.wav,sad
C:\Users\shiva\Desktop\ED TaI\telugu\sad\S95_TAG_C11_G4_D05_SPKF02_V1_SA5_MMM.wav,sad
C:\Users\shiva\Desktop\ED TaI\telugu\sad\S96_ANJ_CO2_G1_D02_SPKM04_V1_SA4_MMM.wav,sad
C:\Users\shiva\Desktop\ED TaI\telugu\sad\S96_DOC_C11_G2_D04_SPKF04_V1_SA4_MMM.wav,sad
C:\Users\shiva\Desktop\ED TaI\telugu\sad\S96_DOC_C11_G2_D04_SPKF04_V2_SA4_MMM.wav,sad
C:\Users\shiva\Desktop\ED TaI\telugu\sad\S96_DOC_C14_G1_D05_SPKF04_V1_SA4_MMM.wav,sad
C:\Users\shiva\Desktop\ED TaI\telugu\sad\S96_DOC_CO3_G1_D06_SPKM04_V2_SA4_MMM.wav,sad
C:\Users\shiva\Desktop\ED TaI\telugu\sad\S96_DOC_CO8_G1_D02_SPKM04_V1_SA4_MMM.wav,sad
C:\Users\shiva\Desktop\ED TaI\telugu\sad\S96_JAM_C02_G1_D04_SPKF02_V1_SA4_MMM.wav,sad
C:\Users\shiva\Desktop\ED TaI\telugu\sad\S96_JAM_C03_G1_D10_SPKF02_V1_SA4_MMM.wav,sad
C:\Users\shiva\Desktop\ED TaI\telugu\sad\S96_JAM_C15_G1_D02_SPKM01_V1_SA5_MMM.wav,sad
C:\Users\shiva\Desktop\ED TaI\telugu\sad\S96_LIB_C01_G2_D04_SPKM02_V1_SA4_MMM.wav,sad
C:\Users\shiva\Desktop\ED TaI\telugu\sad\S96_LIB_C01_G2_D08_SPKM02_V1_SA4_MMM.wav,sad
C:\Users\shiva\Desktop\ED TaI\telugu\sad\S96_LIB_C15_G2_D01_SPKM01_V1_SA4_MMM.wav,sad
C:\Users\shiva\Desktop\ED TaI\telugu\sad\S96_OMF_C05_G1_D01_SPKM04_V1_SA4_MMM.wav,sad
C:\Users\shiva\Desktop\ED TaI\telugu\sad\S96_OMF_C10_G1_D04_SPKF04_V1_SA5_MMM.wav,sad
C:\Users\shiva\Desktop\ED TaI\telugu\sad\S96_OMF_C10_G2_D03_SPKF03_V1_SA4_MMM.wav,sad
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S11_ALA_C07_G1_D03_SPKF03_V1_SU4_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S11_ALA_C10_G1_D04_SPKM05_V1_SU4_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S11_ALA_C17_G1_D13_SPKM05_V1_SU4_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S15_FID_C12_G1_D05_SPKM06_V1_SU4_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S15_FID_CO2_G1_D05_SPKM07_V1_SU4_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S15_FID_CO2_G2_D03_SPKM07_V1_SU4_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S15_FID_CO2_G2_D05_SPKM07_V1_SU4_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S15_RAN_C03_G1_D04_SPKM06_V1_SU4_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S15_RAN_C05_G1_D03_SPKF05_V1_SU4_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S15_SVS_C16_G1_D03_SPKF06_V1_SU4_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S17_ASH_C04_G1_D01_SPKM07_V1_SU4_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S17_ASH_C04_G1_D03_SPKM07_V1_SU5_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S17_ASH_C04_G2_D04_SPKM06_V1_SU4_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S17_ASH_C08_G1_D05_SPKM06_V1_SU5_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S17_ASH_C11_G1_D05_SPKM06_V1_SU5_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S20_FID_C08_G1_D04_SPKM09_V1_SU4_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S20_FID_C11_G1_D02_SPKM09_V1_SU4_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S20_JUL_C07_G1_D04_SPKM09_V1_SU5_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S21_KIC_C01_G1_D07_SPKF05_V1_SU4_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S21_KIC_C07_G1_D01_SPKF06_V1_SU4_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S21_KIC_C07_G1_D01_SPKF06_V2_SU4_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S21_KIC_C24_G1_D01_SPKF05_V1_SU4_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S22_FID_C08_G1_D04_SPKM02_V1_SU5_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S26_KIC_C15_G1_D06_SPKM11_V1_SU3_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S26_KIC_C25_G1_D04_SPKM11_V1_SU3_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S27_OMF_C14_G1_D01_SPKM12_V1_SU4_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S27_OMF_C14_G1_D07_SPKM12_V1_SU4_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S30_NAA_C04_G2_D03_SPKF13_V1_SU4_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S32_JAM_C07_G2_D01_SPKM11_V1_SU3_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S32_JAM_C07_G2_D05_SPKM11_V1_SU4_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S40_RVC_C06_G1_D08_SPKM12_V1_SU5_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S40_SUR_C04_G1_D08_SPKF03_V1_SU4_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S40_SUR_C05_G1_D05_SPKF03_V1_SU4_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S41_AAA_C12_G1_D07_SPKF13_V1_SU5_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S41_ASH_C15_G1_D02_SPKF13_V1_SU4_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S41_ASH_C16_G1_D03_SPKF13_V1-SU5_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S41_ISH_C01_G1_D03_SPKM12_V1_SU5_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S41_ISH_C01_G1_D05_SPKM12_V1_SU5_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S41_SAN_C04_G1_D01_SPKF13_V1_SU4_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S45_SRI_C09_G1_D01_SPKF23_V1_SU4_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S45_SRI_C09_G1_D03_SPKF23_V1_SU4_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S45_SRI_C09_G1_D05_SPKF23_V1_SU5_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S45_SRI_C10_G1_D01_SPKF23_V1_SU4_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S45_SRI_C10_G1_D03_SPKF23_V1_SU5_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S45_SRI_C15_G2_D01_SPKF21_V1_SU4_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S45_SRI_C15_G2_D03_SPKF21_V1_SU4_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S46_AAA_C09_G1_D05_SPKF24_V1_SU5_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S46_BBM_C04_G1_D04_SPKF24_V1_SU4_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S47_RVC_C03_G1_D04_SPKF21_V1_SU4_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S49_JJN_C03_G1_D03_SPKF21_V1_SU4_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S93_SVS_C01_G1_D03_SPKF05_V1_SU4_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S93_SVS_C18_G1_D02_SPKF06_V1_SU4_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S93_SVS_C18_G1_D02_SPKF06_V2_SU4_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S95_BAB_CO2_G1_D02_SPKM02_V1_SU5_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S95_BAB_CO4_G1_D03_SPKM01_V1_SU5_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S95_BIL_CO11_G4_D03_SPKM03_V1_SU5_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S95_BIL_CO3_G1_D03_SPKM01_V1_SU5_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S95_BIL_CO3_G1_D03_SPKM01_V2_SU5_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S95_BIL_CO3_G1_D05_SPKM01_V1_SU5_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S95_BIL_CO3_G1_D05_SPKM01_V2_SU5_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S95_BIL_CO7_G1_D01_SPKM02_V1_SU5_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S95_MIR_C11_G1_D03_SPKF02_V1_SU4_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S95_MIR_C11_G1_D05_SPKF02_V2_SU5_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S95_SRI_C15_G2_D01_SPKF01_V1_SU5_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S95_SRI_C15_G2_D01_SPKF01_V2_SU5_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S95_TAG_C05_G2_D01_SPKF01_V1_SU4_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S95_TAG_C07_G1_D03_SPKM05_V1_SU4_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S95_TAG_C09_G2_D06_SPKM02_V1_SU5_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S95_TAG_C14_G3_D04_SPKM02_V1_SU5_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S95_TAG_C18_G1_D03_SPKM05_V1_SU5_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S95_TAG_C18_G1_D03_SPKM05_V2_SU5_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S95_TAG_C18_G2_D01_SPKF01_V1_SU4_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S95_TAG_C18_G2_D03_SPKF01_V1_SU4_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S95_TAG_C18_G3_D03_SPKF02_V1_SU5_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S95_TAG_C18_G3_D03_SPKF02_V2_SU5_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S96_DOC_C10_G1_D04_SPKM04_V1_SU4_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S96_DOC_C15_G1_D02_SPKF04_V1_SU4_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S96_JAM_C01_G1_D03_SPKF02_V1_SU4_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S96_JAM_C01_G2_D03_SPKM03_V1_SU4_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S96_JAM_C02_G2_D03_SPKM04_V1_SU4_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S96_JAM_C06_G2_D01_SPKF04_V1_SU4_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S96_JAM_C06_G2_D01_SPKF04_V2_SU4_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S96_JAM_C09_G2_D03_SPKM04_V1_SU4_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S96_YUV_C05_G1_D011_SPKF03_V1_SU4_MMM.wav,suprised
C:\Users\shiva\Desktop\ED TaI\telugu\suprised\S99_JJN_CO4_G1_D03_SPKM09_V1_SU4_MMM.wav,suprised
